Frames,Invar,Pdr_solve,blockCube,ensureFrames,ensureFrames_Invar,generalize,pushClauses,pushClauses.Pdr_ManCheckCube,run,solverAddClause,Frames_q,Invar_q,Pdr_solve_q,blockCube_q,ensureFrames_q,ensureFrames_Invar_q,generalize_q,pushClauses_q,pushClauses.Pdr_ManCheckCube_q,run_q,solverAddClause_q,Frames_r,Invar_r,Pdr_solve_r,blockCube_r,ensureFrames_r,ensureFrames_Invar_r,generalize_r,pushClauses_r,pushClauses.Pdr_ManCheckCube_r,run_r,solverAddClause_r
163.0,nan,1772.48,1708.6,0.07,nan,1336.94,63.73,62.81,1772.5,23.16,165.0,nan,1772.96,1726.97,0.08,nan,1383.55,45.86,45.39,1772.98,21.41,1.0122699386503067,nan,1.0002708070048745,1.0107514924499592,1.1428571428571428,nan,1.0348631950573697,0.7195983053506982,0.7226556280846999,1.0002708039492243,0.9244386873920553
24.0,nan,14.87,12.85,0.02,nan,11.73,1.99,1.97,14.89,0.03,58.0,nan,99.52,84.21,0.03,nan,78.0,15.26,15.16,99.53,0.38,2.4166666666666665,nan,6.692669804976463,6.553307392996109,1.5,nan,6.649616368286445,7.668341708542713,7.695431472081219,6.684351914036266,12.666666666666668
12.0,28.0,90.42,86.86,0.02,0.0,82.32,3.54,3.52,90.44,0.05,12.0,28.0,90.42,86.84,0.02,0.0,82.32,3.55,3.53,90.43,0.05,1.0,1.0,1.0,0.9997697444163022,1.0,nan,1.0,1.002824858757062,1.002840909090909,0.999889429455993,1.0
27.0,398.0,10.2,7.86,0.01,0.0,6.65,2.33,2.28,10.21,0.07,21.0,322.0,7.4,6.1,0.01,0.0,5.13,1.29,1.26,7.41,0.05,0.7777777777777778,0.8090452261306532,0.7254901960784315,0.7760814249363867,1.0,nan,0.7714285714285714,0.5536480686695279,0.5526315789473685,0.7257590597453476,0.7142857142857143
5.0,nan,0.17,0.16,0.01,nan,0.14,0.01,0.01,0.19,0.0,5.0,nan,0.18,0.16,0.01,nan,0.14,0.01,0.01,0.19,0.0,1.0,nan,1.0588235294117645,1.0,1.0,nan,1.0,1.0,1.0,1.0,nan
5.0,nan,0.1,0.1,0.0,nan,0.09,0.0,0.0,0.12,0.0,5.0,nan,0.1,0.09,0.01,nan,0.08,0.0,0.0,0.11,0.0,1.0,nan,1.0,0.8999999999999999,nan,nan,0.888888888888889,nan,nan,0.9166666666666667,nan
8.0,nan,1779.82,1718.67,0.0,nan,1649.6,61.11,56.98,1779.83,0.46,8.0,nan,1779.33,1718.75,0.01,nan,1656.5,60.54,56.74,1779.34,0.43,1.0,nan,0.999724691260914,1.0000465476211255,nan,nan,1.0041828322017459,0.990672557682867,0.9957879957879959,0.99972469280774,0.9347826086956521
50.0,3839.0,757.52,598.11,0.07,0.04,515.49,159.38,150.89,757.53,5.25,39.0,3789.0,721.72,600.04,0.04,0.02,514.39,121.65,115.15,721.73,4.94,0.78,0.986975774941391,0.9527405217023973,1.003226831184899,0.5714285714285714,0.5,0.9978661079749365,0.7632701719161752,0.7631387103187753,0.9527411455651922,0.940952380952381
7.0,nan,1138.85,1136.74,0.01,nan,1013.45,0.89,0.88,1138.86,0.4,7.0,nan,1137.51,1135.27,0.01,nan,1013.02,0.89,0.87,1137.53,0.4,1.0,nan,0.9988233744566888,0.9987068282984676,1.0,nan,0.9995757067442892,1.0,0.9886363636363636,0.9988321654988322,1.0
19.0,181.0,45.3,38.88,0.01,0.0,33.92,6.42,6.2,45.32,0.23,17.0,190.0,23.0,20.81,0.01,0.0,18.2,2.19,2.11,23.02,0.1,0.8947368421052632,1.0497237569060773,0.5077262693156733,0.5352366255144032,1.0,nan,0.5365566037735848,0.3411214953271028,0.34032258064516124,0.5079435127978817,0.43478260869565216
26.0,nan,1771.37,945.49,0.02,nan,895.14,825.84,789.14,1771.38,1.86,27.0,7140.0,1608.57,846.28,0.01,nan,798.1,762.26,727.19,1608.58,1.71,1.0384615384615385,nan,0.9080937353573788,0.8950702810183079,0.5,nan,0.8915923766114798,0.9230117213988182,0.9214968193223003,0.9080942541972924,0.9193548387096774
42.0,2831.0,308.92,250.22,0.08,0.05,215.39,58.66,56.66,308.93,5.45,46.0,3095.0,436.11,318.76,0.09,0.06,275.87,117.3,114.24,436.12,7.09,1.0952380952380953,1.0932532673966797,1.411724718373689,1.273918951322836,1.125,1.2,1.2807929801754958,1.9996590521650188,2.0162372043769854,1.411711390929984,1.3009174311926606
5.0,nan,0.44,0.41,0.0,nan,0.38,0.02,0.02,0.45,0.0,5.0,nan,0.46,0.43,0.0,nan,0.39,0.02,0.02,0.47,0.0,1.0,nan,1.0454545454545454,1.048780487804878,nan,nan,1.0263157894736843,1.0,1.0,1.0444444444444443,nan
9.0,nan,0.6,0.55,0.01,nan,0.45,0.04,0.04,0.61,0.0,9.0,nan,0.59,0.55,0.0,nan,0.45,0.04,0.04,0.6,0.0,1.0,nan,0.9833333333333333,1.0,0.0,nan,1.0,1.0,1.0,0.9836065573770492,nan
9.0,1.0,0.21,0.2,0.0,nan,0.16,0.01,0.01,0.22,0.0,9.0,1.0,0.28,0.26,0.0,nan,0.2,0.01,0.01,0.29,0.0,1.0,1.0,1.3333333333333335,1.3,nan,nan,1.25,1.0,1.0,1.3181818181818181,nan
8.0,nan,231.77,231.21,0.01,nan,214.23,0.54,0.53,231.79,0.14,8.0,nan,231.63,231.07,0.01,nan,214.09,0.54,0.53,231.65,0.14,1.0,nan,0.9993959528843249,0.9993944898577051,1.0,nan,0.9993464967558232,1.0,1.0,0.9993960050045301,1.0
16.0,53.0,12.1,11.24,0.01,0.0,9.66,0.85,0.83,12.11,0.03,16.0,53.0,12.1,11.25,0.01,0.0,9.67,0.84,0.82,12.12,0.03,1.0,1.0,1.0,1.0008896797153024,1.0,nan,1.0010351966873705,0.9882352941176471,0.9879518072289156,1.000825763831544,1.0
6.0,nan,0.71,0.68,0.01,nan,0.61,0.01,0.01,0.73,0.0,6.0,nan,0.71,0.68,0.01,nan,0.61,0.01,0.01,0.73,0.0,1.0,nan,1.0,1.0,1.0,nan,1.0,1.0,1.0,1.0,nan
16.0,243.0,1.81,1.54,0.01,0.0,1.32,0.27,0.25,1.83,0.01,16.0,247.0,1.98,1.65,0.01,0.0,1.39,0.33,0.32,2.0,0.02,1.0,1.0164609053497942,1.0939226519337015,1.0714285714285714,1.0,nan,1.053030303030303,1.222222222222222,1.28,1.0928961748633879,2.0
8.0,9.0,4.25,4.09,0.01,nan,3.8,0.15,0.14,4.27,0.0,8.0,9.0,4.24,4.08,0.01,nan,3.79,0.14,0.14,4.25,0.0,1.0,1.0,0.9976470588235294,0.9975550122249389,1.0,nan,0.9973684210526317,0.9333333333333335,1.0,0.9953161592505856,nan
10.0,14.0,0.7,0.62,0.01,0.0,0.48,0.07,0.07,0.72,0.0,13.0,22.0,2.05,1.87,0.01,0.0,1.52,0.17,0.17,2.07,0.01,1.3,1.5714285714285714,2.9285714285714284,3.0161290322580645,1.0,nan,3.166666666666667,2.4285714285714284,2.4285714285714284,2.875,nan
16.0,170.0,1757.73,1751.21,0.01,0.0,1516.07,6.49,6.25,1757.74,3.66,16.0,170.0,1757.11,1750.65,0.0,0.0,1508.02,6.44,6.2,1757.12,3.68,1.0,1.0,0.9996472723342037,0.9996802211042651,0.0,nan,0.9946902187893699,0.9922958397534669,0.992,0.9996472743409149,1.005464480874317
5.0,nan,1779.5,1779.1,0.01,nan,1712.42,0.31,0.3,1779.51,0.31,5.0,nan,1779.52,1779.12,0.01,nan,1706.46,0.3,0.3,1779.54,0.32,1.0,nan,1.00001123911211,1.000011241639031,1.0,nan,0.996519545438619,0.9677419354838709,1.0,1.0000168585734275,1.032258064516129
47.0,2164.0,161.4,117.52,0.07,0.05,101.15,43.85,42.68,161.41,2.63,32.0,1746.0,71.75,54.86,0.03,0.02,46.6,16.87,16.38,71.77,1.06,0.6808510638297872,0.8068391866913124,0.44454770755886,0.4668141592920354,0.4285714285714285,0.39999999999999997,0.4607019278299555,0.38472063854047894,0.3837863167760075,0.44464407409702,0.4030418250950571
18.0,32.0,5.61,4.95,0.01,0.0,4.11,0.64,0.63,5.62,0.02,16.0,29.0,3.2,2.73,0.01,0.0,2.22,0.46,0.45,3.21,0.01,0.8888888888888888,0.90625,0.5704099821746881,0.5515151515151515,1.0,nan,0.5401459854014599,0.71875,0.7142857142857143,0.5711743772241993,0.5
4.0,nan,0.49,0.48,0.0,nan,0.45,0.0,0.0,0.5,0.0,4.0,nan,0.5,0.49,0.0,nan,0.45,0.0,0.0,0.51,0.0,1.0,nan,1.0204081632653061,1.0208333333333333,nan,nan,1.0,nan,nan,1.02,nan
10.0,98.0,1761.08,1749.05,0.01,0.0,1542.07,12.02,11.02,1761.09,1.65,10.0,61.0,1758.89,1754.21,0.01,0.0,1456.07,4.67,4.42,1758.91,1.49,1.0,0.6224489795918368,0.9987564449088061,1.0029501729510306,1.0,nan,0.9442308066430188,0.38851913477537436,0.4010889292196007,0.9987621302715932,0.9030303030303031
10.0,66.0,1755.4,1740.2,0.01,0.0,1529.72,15.19,13.89,1755.41,1.28,10.0,92.0,1753.83,1739.68,0.01,0.0,1492.17,14.15,13.03,1753.85,1.49,1.0,1.393939393939394,0.9991056169534008,0.9997011837719803,1.0,nan,0.9754530240828387,0.9315339038841344,0.9380849532037436,0.9991113187232611,1.1640625
40.0,607.0,76.41,63.56,0.02,0.0,60.67,12.83,12.6,76.43,0.34,36.0,720.0,120.22,99.97,0.02,0.0,94.98,20.23,19.92,120.23,0.67,0.9,1.186161449752883,1.5733542730009162,1.5728445563247324,1.0,nan,1.5655183781110928,1.5767731878409976,1.580952380952381,1.573073400497187,1.9705882352941175
19.0,210.0,9.26,7.32,0.01,0.0,6.81,1.93,1.9,9.28,0.02,19.0,194.0,9.91,8.05,0.01,0.0,7.48,1.84,1.82,9.92,0.03,1.0,0.9238095238095239,1.070194384449244,1.099726775956284,1.0,nan,1.0983847283406756,0.9533678756476685,0.9578947368421054,1.0689655172413794,1.5
6.0,nan,29.51,29.34,0.01,nan,27.97,0.16,0.16,29.53,0.01,6.0,nan,29.43,29.26,0.0,nan,27.89,0.16,0.15,29.45,0.01,1.0,nan,0.9972890545577769,0.9972733469665985,0.0,nan,0.9971397926349661,1.0,0.9375,0.9972908906197087,1.0
9.0,1.0,1768.25,1735.32,0.01,nan,1611.42,32.9,29.14,1768.27,0.7,9.0,1.0,1768.71,1735.84,0.01,nan,1615.02,32.84,29.11,1768.72,0.69,1.0,1.0,1.0002601442103776,1.0002996565474955,1.0,nan,1.0022340544364596,0.9981762917933132,0.9989704873026767,1.0002544860230622,0.9857142857142857
44.0,5315.0,670.6,478.01,0.14,0.11,415.58,192.56,185.33,670.62,19.65,31.0,2841.0,161.87,129.9,0.04,0.02,110.94,31.95,30.62,161.88,3.0,0.7045454545454546,0.5345249294449671,0.2413808529674918,0.27175163699504196,0.2857142857142857,0.18181818181818182,0.2669522113672458,0.16592230992937265,0.16521879889926078,0.24138856580477766,0.15267175572519084
10.0,1.0,1774.64,1754.72,0.02,nan,1654.29,19.89,18.34,1774.66,0.73,10.0,1.0,1774.49,1754.42,0.01,nan,1642.63,20.04,18.46,1774.5,0.76,1.0,1.0,0.9999154758148131,0.9998290325522021,0.5,nan,0.9929516590198817,1.0075414781297134,1.0065430752453655,0.9999098418852062,1.0410958904109588
13.0,21.0,2.41,2.28,0.0,0.0,1.95,0.12,0.12,2.42,0.01,13.0,21.0,2.43,2.31,0.0,0.0,1.97,0.12,0.11,2.44,0.01,1.0,1.0,1.008298755186722,1.0131578947368423,nan,nan,1.0102564102564102,1.0,0.9166666666666667,1.0082644628099173,1.0
34.0,1786.0,1747.01,1593.34,0.05,0.03,1326.7,153.64,142.2,1747.02,23.46,34.0,1786.0,1747.77,1593.76,0.05,0.03,1326.44,153.99,142.44,1747.78,23.72,1.0,1.0,1.0004350289923927,1.0002635972234426,1.0,1.0,0.9998040250244968,1.0022780525904713,1.0016877637130803,1.0004350265022723,1.011082693947144
13.0,30.0,1762.58,1440.35,0.01,0.0,1277.72,322.22,292.58,1762.59,1.1,11.0,28.0,1757.77,1717.1,0.0,0.0,1520.05,40.67,37.35,1757.78,1.28,0.8461538461538461,0.9333333333333333,0.9972710458532379,1.192140799111327,0.0,nan,1.1896581410637699,0.12621811184904724,0.12765739284981886,0.9972710613358751,1.1636363636363636
8.0,nan,1772.27,1761.18,0.01,nan,1664.55,11.07,10.31,1772.29,0.75,8.0,nan,1772.18,1761.1,0.01,nan,1661.66,11.06,10.3,1772.2,0.75,1.0,nan,0.9999492176699939,0.9999545759093335,1.0,nan,0.9982637950196751,0.9990966576332431,0.9990300678952474,0.9999492182430642,1.0
24.0,693.0,1759.16,1631.86,0.02,0.01,1356.34,127.3,116.04,1759.18,6.95,20.0,504.0,1758.79,1623.08,0.01,0.0,1413.6,135.71,124.28,1758.8,4.69,0.8333333333333334,0.7272727272727273,0.9997896723436185,0.9946196364884242,0.5,0.0,1.0422165533715735,1.066064414768264,1.0710099965529127,0.9997839902681931,0.6748201438848921
16.0,204.0,1791.3,1667.53,0.02,0.0,1592.81,123.73,122.02,1791.32,1.04,12.0,77.0,1790.68,1762.05,0.02,0.0,1690.29,28.61,28.43,1790.7,0.92,0.75,0.37745098039215685,0.9996538826550551,1.0566826383933123,1.0,nan,1.0612000175789957,0.2312292895821547,0.23299459105064743,0.9996538865194382,0.8846153846153846
25.0,1453.0,293.31,233.76,0.02,0.0,222.93,59.53,58.35,293.33,0.62,29.0,1476.0,302.98,229.83,0.02,0.0,220.42,73.12,71.68,302.99,0.62,1.16,1.0158293186510667,1.03296853158774,0.983187885010267,1.0,nan,0.9887408603597541,1.2282882580211658,1.2284490145672666,1.0329321924112775,1.0
21.0,430.0,1754.53,1749.86,0.01,0.0,1544.46,4.66,4.52,1754.55,5.69,23.0,378.0,1754.88,1745.12,0.01,0.0,1472.79,9.75,9.42,1754.9,5.18,1.0952380952380953,0.8790697674418605,1.0001994836223946,0.997291211868378,1.0,nan,0.953595431412921,2.092274678111588,2.084070796460177,1.000199481348494,0.9103690685413004
8.0,nan,1778.77,1737.83,0.01,nan,1678.87,40.9,38.32,1778.78,0.49,8.0,nan,1779.01,1737.86,0.01,nan,1672.78,41.12,38.46,1779.02,0.51,1.0,nan,1.0001349246951545,1.0000172629083397,1.0,nan,0.9963725601148392,1.0053789731051344,1.0036534446764092,1.0001349239366308,1.0408163265306123
19.0,118.0,1783.01,1781.76,0.02,0.0,1630.7,1.23,1.22,1783.03,2.25,20.0,117.0,1783.2,1781.7,0.01,0.0,1571.65,1.49,1.47,1783.22,2.54,1.0526315789473684,0.9915254237288136,1.0001065613765487,0.9999663254310345,0.5,nan,0.9637885570613847,1.2113821138211383,1.2049180327868851,1.0001065601812644,1.1288888888888888
2.0,nan,0.01,0.0,0.0,nan,0.0,0.0,nan,0.02,nan,2.0,nan,0.01,0.0,0.0,nan,0.0,0.0,nan,0.02,nan,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan
4.0,nan,0.03,0.02,0.01,nan,0.02,0.0,0.0,0.04,0.0,4.0,nan,0.02,0.02,0.0,nan,0.01,0.0,0.0,0.04,0.0,1.0,nan,0.6666666666666667,1.0,0.0,nan,0.5,nan,nan,1.0,nan
5.0,nan,0.01,0.01,0.0,nan,0.0,0.0,0.0,0.02,0.0,5.0,nan,0.01,0.01,0.0,nan,0.0,0.0,0.0,0.02,0.0,1.0,nan,1.0,1.0,nan,nan,nan,nan,nan,1.0,nan
8.0,7.0,0.17,0.16,0.0,nan,0.12,0.01,0.01,0.18,0.0,8.0,7.0,0.16,0.15,0.0,nan,0.12,0.01,0.0,0.18,0.0,1.0,1.0,0.9411764705882353,0.9375,nan,nan,1.0,1.0,0.0,1.0,nan
23.0,207.0,4.4,3.16,0.01,0.0,2.84,1.24,1.21,4.42,0.03,32.0,222.0,6.14,4.74,0.01,0.0,4.31,1.39,1.35,6.15,0.04,1.391304347826087,1.0724637681159421,1.3954545454545453,1.5,1.0,nan,1.5176056338028168,1.1209677419354838,1.115702479338843,1.3914027149321269,1.3333333333333335
86.0,35.0,1788.16,1742.25,0.05,0.0,1593.45,45.8,45.64,1788.19,2.47,45.0,36.0,1784.21,1778.39,0.03,0.0,1497.41,5.77,5.74,1784.24,3.27,0.5232558139534884,1.0285714285714285,0.9977910254115963,1.0207432917204764,0.6,nan,0.939728262574916,0.1259825327510917,0.12576687116564417,0.9977910624709901,1.3238866396761133
35.0,9963.0,1771.18,1419.78,0.05,0.03,1017.83,351.39,317.22,1771.2,51.25,25.0,4265.0,1775.45,1752.04,0.07,0.05,984.66,23.4,22.16,1775.46,38.28,0.7142857142857143,0.42808391046873434,1.0024108221637553,1.2340221724492526,1.4000000000000001,1.6666666666666667,0.9674110607861823,0.06659267480577136,0.06985688165941617,1.0024051490514905,0.7469268292682927
7.0,nan,0.04,0.03,0.0,nan,0.02,0.01,0.01,0.05,0.0,8.0,1.0,0.03,0.02,0.0,nan,0.01,0.01,0.01,0.05,0.0,1.1428571428571428,nan,0.75,0.6666666666666667,nan,nan,0.5,1.0,1.0,1.0,nan
41.0,nan,1796.17,1753.35,0.08,nan,1687.5,42.18,42.11,1796.21,1.6,46.0,nan,1796.44,1745.65,0.08,nan,1681.02,50.14,50.06,1796.49,1.85,1.1219512195121952,nan,1.0001503198472306,0.9956084067641944,1.0,nan,0.9961599999999999,1.188715030820294,1.1887912609831395,1.0001558837775093,1.15625
3.0,nan,0.01,0.01,0.0,nan,0.0,0.0,0.0,0.02,0.0,3.0,nan,0.01,0.0,0.0,nan,0.0,0.0,0.0,0.02,0.0,1.0,nan,1.0,0.0,nan,nan,nan,nan,nan,1.0,nan
5.0,nan,0.14,0.13,0.01,nan,0.12,0.0,0.0,0.16,0.0,5.0,nan,0.14,0.13,0.0,nan,0.12,0.0,0.0,0.16,0.0,1.0,nan,1.0,1.0,0.0,nan,1.0,nan,nan,1.0,nan
6.0,nan,0.01,0.01,0.0,nan,0.0,0.0,0.0,0.02,0.0,6.0,nan,0.01,0.01,0.0,nan,0.0,0.0,0.0,0.02,0.0,1.0,nan,1.0,1.0,nan,nan,nan,nan,nan,1.0,nan
6.0,1.0,2.33,2.24,0.02,nan,2.13,0.06,0.06,2.35,0.0,6.0,1.0,2.31,2.24,0.01,nan,2.13,0.05,0.05,2.34,0.0,1.0,1.0,0.9914163090128755,1.0,0.5,nan,1.0,0.8333333333333334,0.8333333333333334,0.9957446808510637,nan
44.0,nan,1796.54,1744.25,0.08,nan,1670.33,51.66,51.42,1796.59,1.89,46.0,nan,1796.46,1748.01,0.09,nan,1675.97,47.75,47.65,1796.5,1.98,1.0454545454545454,nan,0.999955469958921,1.002155654292676,1.125,nan,1.0033765782809385,0.9243128145567171,0.926682224815247,0.9999499050979912,1.0476190476190477
4.0,nan,118.58,118.49,0.03,nan,117.26,0.05,0.05,118.61,0.01,4.0,nan,118.66,118.58,0.03,nan,117.33,0.04,0.04,118.69,0.01,1.0,nan,1.0006746500252994,1.0007595577685882,1.0,nan,1.0005969640115981,0.7999999999999999,0.7999999999999999,1.0006744793862237,1.0
8.0,1.0,497.49,485.32,0.03,0.0,474.3,12.14,12.13,497.52,0.01,8.0,1.0,507.82,495.19,0.03,0.0,484.15,12.6,12.6,507.85,0.01,1.0,1.0,1.0207642364670646,1.0203370971729993,1.0,nan,1.0207674467636516,1.0378912685337727,1.0387469084913437,1.0207629844026371,1.0
5.0,nan,0.01,0.0,0.0,nan,0.0,0.0,0.0,0.02,0.0,5.0,nan,0.01,0.0,0.0,nan,0.0,0.0,0.0,0.02,0.0,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan
6.0,nan,0.01,0.01,0.0,nan,0.0,0.0,0.0,0.02,0.0,6.0,nan,0.01,0.01,0.0,nan,0.0,0.0,0.0,0.02,0.0,1.0,nan,1.0,1.0,nan,nan,nan,nan,nan,1.0,nan
57.0,8.0,1790.38,1780.71,0.04,0.0,1661.03,9.51,9.47,1790.4,2.98,39.0,nan,1791.5,1788.44,0.04,nan,1672.93,2.93,2.91,1791.52,2.22,0.6842105263157895,nan,1.000625565522403,1.004340965120654,1.0,nan,1.0071642294239118,0.30809674027339645,0.307286166842661,1.0006255585344057,0.7449664429530202
18.0,358.0,23.14,19.83,0.01,nan,19.16,3.3,3.26,23.16,0.04,15.0,361.0,22.23,19.54,0.01,nan,18.88,2.68,2.64,22.25,0.04,0.8333333333333334,1.0083798882681565,0.9606741573033708,0.9853756933938478,1.0,nan,0.9853862212943632,0.8121212121212122,0.8098159509202455,0.9607081174438687,1.0
16.0,12.0,1770.76,1688.96,0.01,0.0,1313.36,81.79,76.22,1770.77,1.27,15.0,16.0,1755.57,1692.05,0.01,0.0,1336.41,63.51,58.81,1755.59,1.23,0.9375,1.3333333333333333,0.991421762407102,1.0018295282303902,1.0,nan,1.0175504050679176,0.7765007947181807,0.7715822618735241,0.9914274581114431,0.968503937007874
11.0,nan,0.33,0.31,0.0,nan,0.27,0.01,0.01,0.34,0.0,11.0,nan,0.33,0.31,0.01,nan,0.27,0.01,0.01,0.34,0.0,1.0,nan,1.0,1.0,nan,nan,1.0,1.0,1.0,1.0,nan
62.0,1040.0,463.73,390.56,0.06,0.03,326.86,73.15,70.24,463.75,8.35,27.0,432.0,504.98,464.83,0.01,0.0,399.78,40.14,38.22,505.0,2.5,0.43548387096774194,0.4153846153846154,1.088952623293727,1.1901628430970914,0.16666666666666669,0.0,1.223092455485529,0.5487354750512645,0.5441343963553531,1.0889487870619947,0.29940119760479045
51.0,36.0,1796.71,1682.07,0.09,0.0,1622.14,114.35,113.96,1796.75,2.22,47.0,20.0,1796.64,1677.17,0.09,0.0,1616.62,119.12,118.78,1796.68,2.1,0.9215686274509803,0.5555555555555556,0.9999610399007074,0.9970869226607693,1.0,nan,0.9965970877976006,1.0417140358548318,1.0422955422955424,0.9999610407680535,0.9459459459459459
4.0,nan,38.47,38.38,0.02,nan,37.66,0.06,0.06,38.5,0.0,4.0,nan,38.51,38.42,0.02,nan,37.69,0.06,0.06,38.54,0.0,1.0,nan,1.001039771250325,1.0010422094841063,1.0,nan,1.0007966011683485,1.0,1.0,1.001038961038961,nan
70.0,45.0,1789.5,1687.65,0.04,0.0,1551.39,101.68,100.91,1789.52,4.99,71.0,26.0,1788.85,1753.79,0.05,0.0,1525.22,34.97,34.87,1788.87,3.66,1.0142857142857142,0.5777777777777777,0.9996367700474993,1.0391905904660326,1.25,nan,0.9831312564861189,0.3439221085759244,0.3455554454464374,0.999636774107023,0.7334669338677354
8.0,nan,0.05,0.04,0.0,nan,0.03,0.0,0.0,0.06,0.0,8.0,nan,0.04,0.03,0.0,nan,0.02,0.01,0.01,0.05,0.0,1.0,nan,0.7999999999999999,0.75,nan,nan,0.6666666666666667,nan,nan,0.8333333333333334,nan
4.0,nan,2.3,2.21,0.02,nan,2.2,0.07,0.07,2.33,0.0,4.0,nan,2.48,2.39,0.02,nan,2.38,0.07,0.07,2.5,0.0,1.0,nan,1.0782608695652174,1.0814479638009051,1.0,nan,1.0818181818181818,1.0,1.0,1.0729613733905579,nan
2.0,nan,0.0,0.0,0.0,nan,0.0,0.0,nan,0.02,nan,2.0,nan,0.01,0.0,0.0,nan,0.0,0.0,nan,0.02,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan
15.0,69.0,1776.87,1718.47,0.01,nan,1556.93,58.4,55.47,1776.89,1.53,15.0,69.0,1778.14,1720.65,0.01,nan,1556.63,57.48,54.65,1778.16,1.5,1.0,1.0,1.0007147399640943,1.0012685702979978,1.0,nan,0.9998073131097738,0.9842465753424657,0.9852172345411935,1.0007147319192522,0.9803921568627451
45.0,1.0,1785.83,1781.19,0.03,0.0,1622.79,4.45,4.42,1785.86,2.09,116.0,219.0,1791.43,1582.68,0.12,0.06,1456.48,208.67,207.38,1791.46,9.11,2.577777777777778,219.0,1.0031357968003674,0.8885520354369831,4.0,nan,0.897516006384067,46.892134831460666,46.918552036199095,1.0031357441232795,4.358851674641149
3.0,nan,1799.97,1799.91,0.05,nan,1799.87,0.01,0.01,1800.01,0.0,3.0,nan,1800.06,1800.0,0.05,nan,1799.96,0.01,0.01,1800.1,0.0,1.0,nan,1.0000500008333473,1.0000500025001249,1.0,nan,1.000050003611372,1.0,1.0,1.0000499997222236,nan
47.0,nan,1796.93,1690.63,0.08,nan,1624.46,105.59,105.34,1796.97,1.88,61.0,19.0,1797.02,1612.54,0.09,0.0,1560.55,184.0,183.59,1797.06,2.39,1.297872340425532,nan,1.0000500854234722,0.9538101181216468,1.125,nan,0.9606576954803442,1.7425892603466238,1.742832732105563,1.000050084308586,1.271276595744681
5.0,nan,0.01,0.0,0.0,nan,0.0,0.0,0.0,0.02,0.0,5.0,nan,0.01,0.01,0.0,nan,0.0,0.0,0.0,0.03,0.0,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,1.5,nan
2.0,nan,0.0,0.0,0.0,nan,0.0,0.0,nan,0.02,nan,2.0,nan,0.01,0.0,0.0,nan,0.0,0.0,nan,0.02,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan
9.0,303.0,1796.37,1782.82,0.02,nan,1747.67,13.53,13.02,1796.38,0.37,9.0,303.0,1796.59,1783.09,0.02,nan,1749.8,13.47,12.97,1796.6,0.37,1.0,1.0,1.0001224692017792,1.0001514454628062,1.0,nan,1.0012187655564264,0.9955654101995567,0.9961597542242704,1.0001224685200234,1.0
2.0,nan,0.0,0.0,0.0,nan,0.0,0.0,nan,0.02,nan,2.0,nan,0.0,0.0,0.0,nan,0.0,0.0,nan,0.02,nan,1.0,nan,nan,nan,nan,nan,nan,nan,nan,1.0,nan
5.0,nan,0.01,0.0,0.0,nan,0.0,0.0,0.0,0.02,0.0,5.0,nan,0.01,0.0,0.0,nan,0.0,0.0,0.0,0.02,0.0,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan
4.0,nan,684.22,684.19,0.02,nan,683.27,0.0,0.0,684.25,0.01,4.0,nan,686.09,686.05,0.02,nan,685.07,0.01,0.01,686.11,0.01,1.0,nan,1.0027330390809974,1.0027185430947543,1.0,nan,1.0026343905044859,nan,nan,1.0027183047131896,1.0
5.0,nan,0.01,0.0,0.0,nan,0.0,0.0,0.0,0.02,0.0,5.0,nan,0.01,0.0,0.0,nan,0.0,0.0,0.0,0.02,0.0,1.0,nan,1.0,nan,nan,nan,nan,nan,nan,1.0,nan
18.0,421.0,1780.6,1780.21,0.01,0.0,917.09,0.38,0.37,1780.62,4.41,18.0,119.0,1776.6,1776.38,0.01,0.0,1028.7,0.22,0.21,1776.62,2.53,1.0,0.2826603325415677,0.9977535662136359,0.9978485684273204,1.0,nan,1.1217001602896117,0.5789473684210527,0.5675675675675675,0.9977535914456762,0.5736961451247165
11.0,nan,0.3,0.29,0.01,nan,0.25,0.01,0.01,0.32,0.0,11.0,nan,0.31,0.29,0.01,nan,0.25,0.01,0.01,0.32,0.0,1.0,nan,1.0333333333333334,1.0,1.0,nan,1.0,1.0,1.0,1.0,nan
31.0,119.0,1433.83,1282.71,0.01,0.0,1132.74,151.12,143.85,1433.84,5.61,15.0,4.0,2.35,2.02,0.01,0.0,1.7,0.32,0.31,2.36,0.01,0.4838709677419355,0.03361344537815126,0.0016389669626106305,0.0015747908724497352,1.0,nan,0.001500785705457563,0.0021175224986765486,0.0021550225929787975,0.0016459298108575573,0.0017825311942959
5.0,nan,0.04,0.03,0.0,nan,0.02,0.0,0.0,0.05,0.0,5.0,nan,0.05,0.04,0.0,nan,0.03,0.0,0.0,0.06,0.0,1.0,nan,1.25,1.3333333333333335,nan,nan,1.5,nan,nan,1.2,nan
